SUBCAT,DESCRICAO
S667,Traumatismo de musculos extensores e tendoes multiplos ao nivel do punho e da mao
S668,Traumatismo de outros musculos e tendoes ao nivel do punho e da mao
S669,Traumatismo de musculo e tendao nao especificado ao nivel do punho e da mao
S670,Lesao por esmagamento do polegar e de outros dedos
S678,Lesao por esmagamento de outras partes e das nao especificadas do punho e da mao
S680,Amputacao traumatica do polegar completa parcial
S681,Amputacao traumatica de um outro dedo apenas completa parcial
S682,Amputacao traumatica de dois ou mais dedos somente completa parcial
S683,Amputacao traumatica combinada de partes de dedos associada a outras partes do punho e da mao
S684,Amputacao traumatica da mao ao nivel do punho
S688,Amputacao traumatica de outras partes do punho e da mao
S689,Amputacao traumatica do punho e da mao nivel nao especificado
S697,Traumatismos multiplos do punho e da mao
S698,Outros traumatismos especificados do punho e da mao
S699,Traumatismo nao especificados do punho e da mao
S700,Contusao do quadril
S701,Contusao da coxa
S707,Traumatismos superficiais multiplos do quadril e da coxa
S708,Outros traumatismos superficiais do quadril e da coxa
S709,Traumatismo superficial nao especificado do quadril e da coxa
S710,Ferimento do quadril
S711,Ferimento da coxa
S717,Ferimentos multiplos do quadril e da coxa
S718,Ferimentos de outras partes e das nao especificadas da cintura pelvica
S720,Fratura do colo do femur
S721,Fratura pertrocanterica
S722,Fratura subtrocanterica
S723,Fratura da diafise do femur
S724,Fratura da extremidade distal do femur
S727,Fraturas multiplas do femur
S728,Fraturas de outras partes do femur
S729,Fratura do femur parte nao especificada
S730,Luxacao da articulacao do quadril
S731,Entorse e distensao do quadril
S740,Traumatismo do nervo ciatico ao nivel do quadril e da coxa
S741,Traumatismo do nervo femural ao nivel do quadril e da coxa
S742,Traumatismo do nervo sensitivo cutaneo ao nivel do quadril e da coxa
S747,Traumatismo de nervos multiplos ao nivel do quadril e da coxa
S748,Traumatismo de outros nervos ao nivel do quadril e da coxa
S749,Traumatismo de nervo nao especificado ao nivel do quadril e da coxa
S750,Traumatismo da arteria femural
S751,Traumatismo da veia femural ao nivel do quadril e da coxa
S752,Traumatismo da veia grande safena ao nivel do quadril e da coxa
S757,Traumatismo de multiplos vasos sanguineos ao nivel do quadril e da coxa
S758,Traumatismo de outros vaso sanguineos ao nivel do quadril e da coxa
S759,Traumatismo de vaso sanguineo nao especificado ao nivel do quadril e da coxa
S760,Traumatismo do musculo e do tendao do quadril
S761,Traumatismo do musculo e do tendao do quadriceps
S762,Traumatismo do musculo e do tendao do adutor da coxa
S763,Traumatismo do musculo e do tendao dos musculos posteriores ao nivel da coxa
S764,Traumatismo de outros musculos e tendoes e os nao especificados ao nivel da coxa
S767,Traumatismo de multiplos musculos e tendoes ao nivel do quadril e da coxa
S770,Lesao por esmagamento do quadril
S771,Lesao por esmagamento da coxa
S772,Lesao por esmagamento do quadril e da coxa
S780,Amputacao traumatica na articulacao do quadril
S781,Amputacao traumatica localizada entre o joelho e o quadril
S789,Amputacao traumatica do quadril e coxa nivel nao especificado
S797,Traumatismos multiplos do quadril e da coxa
S798,Outros traumatismos especificados do quadril e da coxa
S799,Traumatismo nao especificado do quadril e da coxa
S800,Contusao do joelho
S801,Contusao de outras partes e de partes nao especificadas da perna
S807,Traumatismos superficiais multiplos da perna
S808,Outros traumatismos superficiais da perna
S809,Traumatismo superficial nao especificado da perna
S810,Ferimento do joelho
S817,Ferimentos multiplos da perna
S818,Ferimento de outras partes da perna
S819,Ferimento da perna parte nao especificada
S820,Fratura da rotula patela
S821,Fratura da extremidade proximal da tibia
S822,Fratura da diafise da tibia
S823,Fratura da extremidade distal da tibia
S824,Fratura do peronio fibula
S825,Fratura do maleolo medial
S826,Fratura do maleolo lateral
S827,Fraturas multiplas da perna
S828,Fratura de outras partes da perna
S829,Fratura da perna parte nao especificada
S830,Luxacao da rotula patela
S831,Luxacao do joelho
S832,Ruptura do menisco atual
S833,Ruptura atual da cartilagem da articulacao do joelho
S834,Entorse e distensao envolvendo ligamento colateral peronial tibial do joelho
S835,Entorse e distensao envolvendo ligamento cruzado anterior posterior do joelho
S836,Entorse e distensao de outras partes e das nao especificadas do joelho
S837,Traumatismo de estruturas multiplas do joelho
S840,Traumatismo do nervo tibial ao nivel da perna
S841,Traumatismo do nervo peronial ao nivel da perna
S842,Traumatismo do nervo cutaneo sensitivo ao nivel da perna
S847,Traumatismo de multiplos nervos ao nivel da perna
S848,Traumatismo de outros nervos ao nivel da perna
S849,Traumatismo de nervo nao especificado ao nivel da perna
S850,Traumatismo da arteria poplitea
S851,Traumatismo da arteria tibial anterior posterior
S852,Traumatismo da arteria peronial
S853,Traumatismo da veia grande safena ao nivel da perna
S854,Traumatismo da veia safena menor ao nivel da perna
S855,Traumatismo da veia poplitea
S857,Traumatismo de multiplos vasos sanguineos ao nivel da perna
S858,Traumatismo de outros vasos sanguineos ao nivel da perna
S859,Traumatismo de vasos sanguineos nao especificados ao nivel da perna
S860,Traumatismo do tendao de Aquiles
S861,Traumatismo de outros musculos e tendaooes do grupo muscular posterior ao nivel da perna
S862,Traumatismo dos musculos e tendaooes do grupo muscular anterior ao nivel da perna
S863,Traumatismo dos musculos e tendaooes do grupo muscular peronial ao nivel da perna
S867,Traumatismo de multiplos musculos e tendoes ao nivel da perna
S868,Traumatismos de outros musculos e tendoes ao nivel da perna
S869,Traumatismo de musculo e de tendao nao especificado ao nivel da perna
S870,Traumatismo por esmagamento do joelho
S878,Traumatismo por esmagamento de outra parte e de partes nao especificadas da perna
S880,Amputacao traumatica ao nivel do joelho
S881,Amputacao traumatica entre o joelho e o tornozelo
S889,Amputacao traumatica da perna ao nivel nao especificado
S890,Traumatismos multiplos da perna
S898,Outros traumatismos especificados da perna
S899,Traumatismo nao especificado da perna
S900,Contusao do tornozelo
S901,Contusao de artelho sem lesao da unha
S902,Contusao de artelhos com lesao da unha
S903,Contusao de outras partes e partes nao especificadas do pe
S907,Traumatismos superficiais multiplos do tornozelo e do pe
S908,Outros traumatismos superficiais do tornozelo e do pe
S909,Traumatismo superficial do tornozelo e do pe nao especificado
S910,Ferimento do tornozelo
S911,Ferimento dos artelhos sem lesao da unha
S912,Ferimento dos artelhos com lesao da unha
S913,Ferimento de outras partes do pe
S917,Ferimentos multiplos do tornozelo e do pe
S920,Fratura do calcaneo
S921,Fratura do astragalo
S922,Fratura de outros ossos do tarso
S923,Fratura de ossos do metatarso
S924,Fratura do halux
S925,Fratura de outro artelho
S927,Fraturas multiplas do pe
S929,Fratura do pe nao especificada
S930,Luxacao da articulacao do tornozelo
S931,Luxacao dos artelhos
S932,Ruptura de ligamentos ao nivel do tornozelo e do pe
S933,Luxacao de outras partes e das nao especificadas do pe
S934,Entorse e distensao do tornozelo
S935,Entorse e distensao dos artelhos
S936,Entorse e distensao de outras partes e de partes nao especificadas do pe
S940,Traumatismo do nervo plantar externo lateral
S941,Traumatismo do nervo plantar interno medial
S942,Traumatismo nervo peronial fibular profundo ao nivel do tornozelo e do pe
S943,Traumatismo do nervo sensitivo cutaneo ao nivel do tornozelo e do pe
S947,Traumatismo de multiplos nervos ao nivel do tornozelo e do pe
S948,Traumatismo de outros nervos ao nivel do tornozelo e do pe
S949,Traumatismo de nervo nao especificado ao nivel do tornozelo e do pe
S950,Traumatismo da arteria dorsal do pe
S951,Traumatismo da arteria plantar do pe
S952,Traumatismo da veia dorsal do pe
S957,Traumatismo de multiplos vasos sanguineos ao nivel do tornozelo e do pe
S958,Traumatismo de outros vasos sanguineos ao nivel do tornozelo e do pe
S959,Traumatismo de vaso sanguineo nao especificado ao nivel do tornozelo e do pe
S960,Traumatismo do musculo e tendao do musculo flexor longo dos artelhos ao nivel do tornozelo e do pe
S961,Traumatismo do musculo e tendao do extensor longo dos artelhos ao nivel do tornozelo e do pe
S962,Traumatismo de musculo intrinseco e tendao ao nivel do tornozelo e do pe
S967,Traumatismo de multiplos musculos e tendoes ao nivel do tornozelo e do pe
S968,Traumatismo de outros tendoes e musculos ao nivel do tornozelo e do pe
S969,Traumatismo de musculo e tendao nao especificados do tornozelo e do pe
S970,Lesao por esmagamento do tornozelo
S971,Lesao por esmagamento dos artelhos
S978,Lesao por esmagamento de outras partes do tornozelo e do pe
S980,Amputacao traumatica do pe ao nivel do tornozelo
S981,Amputacao traumatica de apenas um artelho
S982,Amputacao traumatica de dois ou mais artelhos
S983,Amputacao traumatica de outras partes do pe
S984,Amputacao traumatica do pe ao nivel nao especificado
S997,Traumatismos multiplos do tornozelo e do pe
S998,Outros traumatismos especificados do tornozelo e do pe
S999,Traumatismos nao especificados do tornozelo e do pe
T000,Traumatismos superficiais envolvendo a cabeca com o pescoco
T001,Traumatismos superficiais envolvendo o torax com o abdome parte inferior do dorso e da pelve
T002,Traumatismos superficiais envolvendo regioes multiplas dos membros superiores
T003,Traumatismos superficiais envolvendo regioes multiplas dos membros inferiores
T006,Traumatismos superficiais envolvendo regioes multiplas dos membros superiores com membros inferiores
T008,Traumatismos superficiais envolvendo outras combinacoes de regioes do corpo
T009,Traumatismos superficiais multiplos nao especificados
T010,Ferimentos envolvendo a cabeca com o pescoco
T011,Ferimentos envolvendo o torax com o abdome parte inferior do dorso e da pelve
T012,Ferimentos envolvendo regioes multiplas dos membros superiores
T013,Ferimentos envolvendo multiplas regioes dos membros inferiores
T016,Ferimentos envolvendo regioes multiplas dos membros superiores com membros inferiores
T018,Ferimentos envolvendo outras combinacoes de regioes do corpo
T019,Ferimentos multiplos nao especificados
T020,Fraturas envolvendo cabeca com pescoco
T021,Fraturas envolvendo torax com parte inferior do dorso e da pelve
T022,Fraturas envolvendo regioes multiplas de um membro superior
T023,Fraturas envolvendo regioes multiplas de um membro inferior
T024,Fraturas envolvendo regioes multiplas de ambos os membros superiores
T025,Fraturas envolvendo regioes multiplas de ambos os membros inferiores
T026,Fraturas envolvendo regioes multiplas dos membros superiores com inferiores
T027,Fraturas envolvendo torax com parte inferior do dorso e pelve com membros
T028,Fraturas envolvendo outras combinacoes de regioes do corpo
T029,Fraturas multiplas nao especificadas
T030,Luxacoes entorses e distensoes envolvendo a cabeca com o pescoco
T031,Luxacoes entorses e distensoes envolvendo torax com parte inferior do dorso e da pelve
T032,Luxacoes entorses e distensoes envolvendo regioes multiplas de membros superiores
T033,Luxacoes entorses e distensoes envolvendo regioes multiplas dos membros inferiores
T034,Luxacoes entorses e distensoes envolvendo regioes multiplas dos membros superiores com inferiores
T038,Luxacoes entorses e distensoes envolvendo outras combinacoes de regioes do corpo
T039,Luxacoes entorses e distensoes multiplas nao especificadas
T040,Traumatismos por esmagamento envolvendo a cabeca com o pescoco
T041,Traumatismos por esmagamento envolvendo torax com o abdome parte inferior do dorso e da pelve
T042,Traumatismos por esmagamento envolvendo regioes multiplas dos membros superiores
T043,Traumatismos por esmagamento envolvendo regioes multiplas dos membros inferiores
T044,Traumatismos por esmagamento envolvendo regioes multiplas dos membros superiores com inferiores
T047,Traumatismo por esmagamento do torax com abdome parte inferior do dorso pelve e membros
T048,Traumatismos por esmagamento envolvendo outras combinacoes de regioes do corpo
T049,Traumatismo multiplos por esmagamento nao especificados
T050,Amputacao traumatica de ambas as maos
T051,Amputacao traumatica de uma mao e de um outro braco qualquer nivel exceto mao
T052,Amputacao traumatica de ambos os bracos qualquer nivel
T053,Amputacao traumatica de ambos os pes
T054,Amputacao traumatica de um pe e outra perna qualquer nivel exceto pe
